KH_ID,GioiTinh,QueQuan,NamHocThu,ChuyenNganh,NgheNghiepGiaDinh,ChiTieuHangThang,ThoiGianSuDung,MucDichSuDungLaptop,MucDoHaiLong,YeuToThuongHieuSP,YeuToCauHinh,YeuToTocDoXuLy,YeuToGia,YeuToThietKe,YeuToUyTinNhaBanle,YeuToBaoMat,YeuToBaoHanh,YeuToKhuyenMai
CTM19117,Nam,Kon Tum,Nãm 3,Truy?n thông Marketing,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game",4,2,3,4,4,2,2,2,3,4
CTM19189,Nam,Qu?ng Nam,Nãm 3,H? th?ng thông tin qu?n l?,Nông dân,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,5,5,4,4,5,4,5,5
CTM1925,Nam,Qu?ng Nam,Nãm 1,Qu?n tr? d?ch v? du l?ch và l? hành,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",5,3,4,4,2,4,3,3,4,2
CTM19428,Nam,Qu?ng Nam,Nãm 3,Ki?m toán,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,3,3,4,4,3,4,2,4,4
CTM19487,N?,B?nh Ð?nh,Nãm 3,K? toán,Nông dân,Dý?i 1.500.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",3,2,2,3,4,4,2,2,4,3
CTM19582,N?,Phú Yên,Nãm 2,Ngo?i thýõng,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",2,2,3,3,5,2,3,1,4,5
CTM19849,N?,Qu?ng Nam,Nãm 4,Thýõng m?i ði?n t?,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,5,5,4,4,4,3,4,3
CTM19865,Nam,Qu?ng Nam,Nãm 2,Truy?n thông Marketing,Nông dân,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game",3,4,3,3,4,3,4,2,4,4
CTM19870,N?,Ð?k L?k,Nãm 4,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,3,3,4,3,5,2,4,4
CTM1993,N?,Qu?ng Tr?,Nãm 3,Qu?n tr? d?ch v? du l?ch và l? hành,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,3,3,4,2,4,3,4,3
CTM20028,Nam,Ðà N?ng,Nãm 3,Qu?n tr? kinh doanh,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,4,4,4,4,4,4,4,1
CTM20058,Nam,Ð?k Nông,Nãm 2,Toán kinh t?,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,2,5,5,4,2,3,2,5,4
CTM20079,N?,Ð?k Nông,Nãm 1,Kinh t? phát tri?n,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,H?c t?p,3,4,2,2,4,4,3,3,3,4
CTM20090,Nam,Ðà N?ng,Nãm 3,H? th?ng thông tin qu?n l?,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,5,5,5,4,1,2,3,5,4
CTM20173,N?,Gia Lai,Nãm 2,Thýõng m?i,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c",4,4,3,4,4,3,4,2,4,4
CTM20230,Nam,H? Chí Minh,Nãm 1,Ngo?i thýõng,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,4,4,4,5,4,3,5,4
CTM20315,N?,H? Chí Minh,Nãm 3,Ngo?i thýõng,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,3,3,4,5,5,4,5,4
CTM20323,Nam,H? Chí Minh,Nãm 2,Ngo?i thýõng,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"Làm vi?c, Chõi game",4,5,4,4,4,5,2,4,2,3
CTM20540,Nam,Gia Lai,Nãm 4,Qu?n tr? kinh doanh,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,5,5,5,3,5,2,5,4
CTM2070,Nam,Qu?ng Tr?,Nãm 3,Qu?n tr? Marketing,Nông dân,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,5,5,5,5,5,5,5,5
CTM20707,Nam,Ðà N?ng,Nãm 1,Thýõng m?i ði?n t?,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,4,4,3,4,3,3,3,2
CTM20718,Nam,Qu?ng Ng?i,Nãm 2,Tài chính doanh nghi?p,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Chõi game, Khác",4,2,3,3,4,3,5,3,5,5
CTM20814,N?,Qu?ng Ng?i,Nãm 1,Qu?n tr? khách s?n,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",4,3,4,5,5,4,4,5,4,4
CTM20833,N?,Qu?ng Nam,Nãm 4,Qu?n tr? d?ch v? du l?ch và l? hành,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",3,4,3,3,4,4,3,4,3,3
CTM21009,N?,Ð?k Nông,Nãm 1,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c",4,2,3,3,5,1,1,1,4,5
CTM21071,N?,B?nh Ð?nh,Nãm 1,Truy?n thông Marketing,Nông dân,Dý?i 1.500.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,4,3,4,3,4,4,4,3
CTM21176,N?,Th?a Thiên Hu?,Nãm 2,Ki?m toán,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,3,2,2,3,4,3,4,2,3,4
CTM21431,N?,H? Chí Minh,Nãm 1,Ngo?i thýõng,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,3,3,3,5,5,5,4,3
CTM21632,Nam,Ð?k Nông,Nãm 3,H? th?ng thông tin qu?n l?,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,5,5,5,2,5,3,4,5
CTM21656,N?,Ngh? An,Nãm 2,Truy?n thông Marketing,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c",5,5,5,5,5,5,5,5,5,5
CTM21744,N?,Ðà N?ng,Nãm 4,Thýõng m?i,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,3,3,3,3,3,3,3,3
CTM21850,Nam,Qu?ng Nam,Nãm 1,H? th?ng thông tin qu?n l?,Nông dân,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,H?c t?p,4,3,5,5,5,3,4,2,4,4
CTM21852,Nam,Ngh? An,Nãm 3,Qu?n tr? kinh doanh,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,4,4,4,5,4,5,4,3
CTM22014,Nam,H? Chí Minh,Nãm 2,Ngo?i thýõng,Nhân viên vãn ph?ng,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game",4,2,4,5,4,4,3,2,3,4
CTM22029,N?,Ngh? An,Nãm 2,Truy?n thông Marketing,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c",5,5,3,3,4,5,3,4,3,4
CTM22077,N?,H? Chí Minh,Nãm 3,Toán kinh t?,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",4,2,5,5,4,3,5,4,5,5
CTM22108,N?,Hà T?nh,Nãm 2,Thýõng m?i,Nông dân,Dý?i 1.500.000,T? 1 nãm ð?n 2 nãm,H?c t?p,4,4,2,3,5,4,4,2,4,5
CTM22260,Nam,Ð?k L?k,Nãm 3,Ngo?i thýõng,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,4,4,5,1,4,1,4,4
CTM22262,Nam,H? Chí Minh,Nãm 2,Qu?n tr? d?ch v? du l?ch và l? hành,Công ch?c nhà ný?c,Trên 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,5,5,5,5,5,5,5,5
CTM2227,Nam,Qu?ng Nam,Nãm 3,Kinh t? ð?u tý,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",4,3,4,3,3,3,3,3,3,3
CTM22331,Nam,Qu?ng Tr?,Nãm 2,H? th?ng thông tin qu?n l?,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,5,5,5,2,2,4,4,4
CTM22356,N?,Qu?ng B?nh,Nãm 3,Qu?n tr? d?ch v? du l?ch và l? hành,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",4,5,2,3,4,4,3,1,4,4
CTM22523,N?,Ð?k L?k,Nãm 2,Kinh t?,Nông dân,Dý?i 1.500.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,2,2,2,4,3,4,1,5,5
CTM22656,Nam,H? Chí Minh,Nãm 2,Toán kinh t?,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game",5,4,5,5,4,3,3,4,5,5
CTM22763,N?,B?nh Ð?nh,Nãm 1,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,H?c t?p,4,4,5,5,3,3,4,5,5,2
CTM22766,Nam,H? Chí Minh,Nãm 4,Qu?n tr? Marketing,Nhân viên vãn ph?ng,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,5,4,4,5,5,2,2,2,4
CTM22814,N?,B?nh Ð?nh,Nãm 1,Ngo?i thýõng,Nông dân,Dý?i 1.500.000,T? 6 tháng - 1 nãm,H?c t?p,5,4,5,5,5,5,5,5,5,4
CTM22841,N?,Hà T?nh,Nãm 4,K? toán,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",3,4,2,3,4,3,4,2,4,4
CTM22868,Nam,Ð?k Nông,Nãm 4,Toán kinh t?,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,4,4,4,3,4,4,4,4
CTM2301,Nam,Hà T?nh,Nãm 2,Ngo?i thýõng,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,4,4,4,5,3,3,3,4
CTM23280,Nam,Qu?ng Nam,Nãm 4,Thýõng m?i ði?n t?,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,5,5,5,4,4,5,5
CTM23314,Nam,Ðà N?ng,Nãm 3,Toán kinh t?,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Chõi game",4,3,5,5,4,2,3,2,4,5
CTM23594,N?,Qu?ng Nam,Nãm 2,Thýõng m?i ði?n t?,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",4,4,3,3,4,2,4,2,4,4
CTM23603,N?,Ð?k L?k,Nãm 2,Ngân hàng,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,2,3,4,2,4,3,4,4
CTM23614,Nam,Kon Tum,Nãm 3,H? th?ng thông tin qu?n l?,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,5,5,4,3,4,3,5,5
CTM23643,N?,Gia Lai,Nãm 2,K? toán,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,4,3,3,3,3,3,3,3
CTM23666,N?,Qu?ng Tr?,Nãm 2,Thýõng m?i,Nông dân,Dý?i 1.500.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,2,3,3,4,3,4,2,3,4
CTM23705,Nam,Qu?ng Nam,Nãm 3,Thýõng m?i,Nông dân,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game",3,3,4,5,4,1,1,1,4,4
CTM23866,N?,Ðà N?ng,Nãm 3,Ngo?i thýõng,Kinh doanh t? do,Trên 5.000.000,T? 6 tháng - 1 nãm,"Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,5,5,5,5,5,5,5,5
CTM23958,Nam,Qu?ng Nam,Nãm 4,H? th?ng thông tin qu?n l?,Nông dân,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,5,5,3,2,5,4,5,4
CTM23967,N?,Ngh? An,Nãm 3,Truy?n thông Marketing,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Dý?i 6 tháng,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,4,4,5,5,5,3,3,5
CTM24010,N?,Ð?k L?k,Nãm 2,Lu?t,Nông dân,Dý?i 1.500.000,T? 1 nãm ð?n 2 nãm,H?c t?p,3,3,2,3,3,4,3,3,4,4
CTM24175,N?,Gia Lai,Nãm 2,Ngân hàng,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,3,3,2,3,4,3,4,2,4,4
CTM24176,N?,Ð?k L?k,Nãm 3,Thýõng m?i ði?n t?,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,5,4,3,4,4,4,3,2,4,4
CTM24272,N?,Ð?k Nông,Nãm 4,Lu?t,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",4,4,2,4,3,3,4,3,4,3
CTM24470,N?,Qu?ng Tr?,Nãm 2,Qu?n tr? d?ch v? du l?ch và l? hành,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,3,5,5,4,4,5,4,3,4
CTM24581,N?,B?nh Ð?nh,Nãm 1,Kinh t? phát tri?n,Nông dân,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,H?c t?p,4,3,3,3,3,3,3,3,3,3
CTM24654,Nam,Ðà N?ng,Nãm 4,Thýõng m?i,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,3,4,3,4,3,2,3,4
CTM24681,N?,H? Chí Minh,Nãm 2,Quan h? công chúng,Nhân viên vãn ph?ng,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,4,4,3,3,4,5,4,2,4,5
CTM24725,Nam,Qu?ng Nam,Nãm 2,Ki?m toán,Nông dân,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,3,3,3,4,3,4,3,4,4
CTM24874,N?,Qu?ng Nam,Nãm 2,K? toán,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,H?c t?p,4,2,2,3,4,2,2,4,3,4
CTM25011,Nam,H? Chí Minh,Nãm 2,Lu?t kinh t?,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game",5,5,5,4,4,3,3,4,4,4
CTM25081,Nam,Ngh? An,Nãm 3,H? th?ng thông tin qu?n l?,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Chõi game",4,3,5,5,4,2,3,4,5,4
CTM25243,N?,Qu?ng Nam,Nãm 3,K? toán,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",3,4,3,3,4,3,3,2,4,4
CTM25322,N?,H? Chí Minh,Nãm 4,Ngo?i thýõng,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,2,3,3,3,4,2,3,4,4
CTM25338,N?,Ðà N?ng,Nãm 2,Lu?t kinh t?,Kinh doanh t? do,Trên 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,3,4,4,3,4,4,4,3
CTM25379,Nam,B?nh Ð?nh,Nãm 1,Ngo?i thýõng,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,4,4,4,2,3,3,3,2
CTM25412,N?,Qu?ng B?nh,Nãm 4,Thýõng m?i,Nông dân,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,3,3,4,4,4,3,4,3
CTM25448,N?,Qu?ng Nam,Nãm 1,Qu?n tr? tài chính,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,3,3,5,2,2,1,4,5
CTM25600,N?,Phú Yên,Nãm 1,Qu?n tr? khách s?n,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,5,5,5,5,5,5,5,5
CTM25920,Nam,B?nh Ð?nh,Nãm 3,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,Làm vi?c,4,3,3,3,3,3,3,3,3,3
CTM26103,N?,Ð?k Nông,Nãm 3,Qu?n tr? tài chính,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,2,2,4,4,2,2,4,5
CTM26427,Nam,Qu?ng Nam,Nãm 4,Thýõng m?i,Nhân viên vãn ph?ng,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game",3,4,4,4,4,2,2,2,3,4
CTM26608,Nam,Qu?ng Nam,Nãm 3,Ngo?i thýõng,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Chõi game",3,4,2,4,3,4,4,2,4,4
CTM26612,N?,Qu?ng Nam,Nãm 2,Qu?n tr? kinh doanh,Nhân viên vãn ph?ng,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,2,3,3,4,3,2
CTM26725,N?,Hà T?nh,Nãm 3,Thýõng m?i,Nông dân,Dý?i 1.500.000,Trên 2 nãm,"H?c t?p, Làm vi?c",4,5,2,3,5,2,3,2,4,5
CTM26733,N?,Hà T?nh,Nãm 1,Thýõng m?i ði?n t?,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,H?c t?p,5,4,3,4,5,2,4,2,4,5
CTM26851,N?,Qu?ng Tr?,Nãm 4,Ki?m toán,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",2,4,2,2,4,4,2,2,2,3
CTM27059,N?,H? Chí Minh,Nãm 4,Truy?n thông Marketing,Nhân viên vãn ph?ng,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,3,3,3,3,3,3,3,3,3
CTM27077,N?,Ð?k Nông,Nãm 2,Qu?n tr? kinh doanh,Nhân viên vãn ph?ng,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,5,5,5,4,5,3,3,4,4
CTM27124,N?,Qu?ng Ng?i,Nãm 4,Lu?t,Nông dân,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,4,4,3,3,3,3
CTM27211,N?,B?nh Ð?nh,Nãm 4,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,3,4,4,4,5,3,5,5
CTM27254,N?,Qu?ng Nam,Nãm 3,Toán kinh t?,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,5,5,5,5,4,5,5,5
CTM27318,N?,Ðà N?ng,Nãm 1,Qu?n tr? chu?i cung ?ng,Kinh doanh t? do,Trên 5.000.000,Dý?i 6 tháng,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,3,4,4,4,3,4,4,4,3
CTM27356,N?,B?nh Ð?nh,Nãm 1,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,5,1,1,1,1,1,1,1,1,1
CTM275,N?,Ð?k L?k,Nãm 4,Lu?t,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",2,5,5,5,5,3,4,3,5,5
CTM27743,N?,Qu?ng B?nh,Nãm 4,Qu?n tr? d?ch v? du l?ch và l? hành,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,2,3,4,5,3,5,5,5
CTM27799,N?,Qu?ng Tr?,Nãm 1,K? toán,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,2,2,3,4,3,2,3,3,4
CTM27804,N?,Qu?ng Nam,Nãm 1,Ngo?i thýõng,Nông dân,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,4,4,3,3,3,4,4,4
CTM27862,Nam,Ð?k L?k,Nãm 3,Thýõng m?i ði?n t?,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",2,2,4,4,5,1,2,1,3,4
CTM27929,N?,Qu?ng Nam,Nãm 4,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",3,4,5,5,4,4,4,4,4,4
CTM27977,N?,Thanh Hóa,Nãm 4,Thýõng m?i ði?n t?,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,5,5,3,4,3,4,5
CTM28109,N?,Th?a Thiên Hu?,Nãm 2,Toán kinh t?,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,2,5,5,4,5,3,4,5,5
CTM28454,N?,Ð?k L?k,Nãm 3,Truy?n thông Marketing,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",4,4,2,3,3,4,2,3,4,3
